"","date_ymd","shift","region","n()"
"866","2015-10-20","2","111",1
"867","2015-10-20","2","140",1
"868","2015-10-20","2","142",1
"869","2015-10-20","2","148",1
"870","2015-10-20","2",NA,12
"871","2015-10-20","3","79",1
"872","2015-10-20","3","80",1
"873","2015-10-20","3","90",2
"874","2015-10-20","3","149",1
"875","2015-10-20","3","150",1
"876","2015-10-20","3",NA,1
"877","2015-10-21","1","89",1
"878","2015-10-21","1","90",1
"879","2015-10-21","1","107",1
"880","2015-10-21","1","119",1
"881","2015-10-21","1",NA,5
"882","2015-10-21","2","82",3
"883","2015-10-21","2","84",1
"884","2015-10-21","2","88",1
"885","2015-10-21","2","90",1
"886","2015-10-21","2","118",1
"887","2015-10-21","2","144",1
"888","2015-10-21","2","146",1
"889","2015-10-21","2","150",1
"890","2015-10-21","2",NA,7
"891","2015-10-21","3","87",1
"892","2015-10-21","3","90",2
"893","2015-10-21","3","115",1
"894","2015-10-21","3","117",1
"895","2015-10-21","3",NA,4
"896","2015-10-22","1","78",1
"897","2015-10-22","1","80",1
"898","2015-10-22","1","88",1
"899","2015-10-22","1","89",1
"900","2015-10-22","1","90",1
"901","2015-10-22","1","107",1
"902","2015-10-22","1","113",2
"903","2015-10-22","1","138",1
"904","2015-10-22","1","139",1
"905","2015-10-22","1",NA,5
"906","2015-10-22","2","107",1
"907","2015-10-22","2","110",1
"908","2015-10-22","2","119",2
"909","2015-10-22","2","137",1
"910","2015-10-22","2",NA,11
"911","2015-10-22","3","81",1
"912","2015-10-22","3","87",1
"913","2015-10-22","3","90",1
"914","2015-10-22","3","112",1
"915","2015-10-22","3","146",1
"916","2015-10-22","3",NA,8
"917","2015-10-23","1","90",2
"918","2015-10-23","1","144",1
"919","2015-10-23","1",NA,4
"920","2015-10-23","2","77",1
"921","2015-10-23","2","79",1
"922","2015-10-23","2","81",4
"923","2015-10-23","2","89",1
"924","2015-10-23","2","107",1
"925","2015-10-23","2","108",1
"926","2015-10-23","2","114",1
"927","2015-10-23","2","136",1
"928","2015-10-23","2","138",1
"929","2015-10-23","2","141",1
"930","2015-10-23","2","144",1
"931","2015-10-23","2",NA,10
"932","2015-10-23","3","77",1
"933","2015-10-23","3","78",1
"934","2015-10-23","3","80",1
"935","2015-10-23","3","81",1
"936","2015-10-23","3","87",1
"937","2015-10-23","3","88",1
"938","2015-10-23","3","90",3
"939","2015-10-23","3","120",1
"940","2015-10-23","3",NA,7
"941","2015-10-24","1","87",1
"942","2015-10-24","1","120",2
"943","2015-10-24","1","142",1
"944","2015-10-24","1","143",1
"945","2015-10-24","1",NA,8
"946","2015-10-24","2","79",1
"947","2015-10-24","2","81",2
"948","2015-10-24","2","86",1
"949","2015-10-24","2","89",1
"950","2015-10-24","2","90",2
"951","2015-10-24","2","107",1
"952","2015-10-24","2","109",1
"953","2015-10-24","2","110",1
"954","2015-10-24","2","116",1
"955","2015-10-24","2","136",1
"956","2015-10-24","2","137",1
"957","2015-10-24","2","141",1
"958","2015-10-24","2",NA,14
"959","2015-10-24","3","79",1
"960","2015-10-24","3","86",1
"961","2015-10-24","3","89",1
"962","2015-10-24","3","90",2
"963","2015-10-24","3","119",1
"964","2015-10-24","3","120",1
"965","2015-10-24","3",NA,12
"966","2015-10-25","1","84",1
"967","2015-10-25","1","90",1
"968","2015-10-25","1",NA,6
"969","2015-10-25","2","78",1
"970","2015-10-25","2","80",3
"971","2015-10-25","2","87",1
"972","2015-10-25","2","88",1
"973","2015-10-25","2","89",2
"974","2015-10-25","2","90",1
"975","2015-10-25","2","146",1
"976","2015-10-25","2",NA,9
"977","2015-10-25","3","79",1
"978","2015-10-25","3","84",1
"979","2015-10-25","3","85",1
"980","2015-10-25","3","90",1
"981","2015-10-25","3","118",1
"982","2015-10-25","3",NA,7
"983","2015-10-26","1","90",1
"984","2015-10-26","1","112",1
"985","2015-10-26","1","116",1
"986","2015-10-26","1","118",1
"987","2015-10-26","1",NA,5
"988","2015-10-26","2","81",1
"989","2015-10-26","2","84",1
"990","2015-10-26","2","90",1
"991","2015-10-26","2","120",1
"992","2015-10-26","2","137",1
"993","2015-10-26","2",NA,8
"994","2015-10-26","3","114",1
"995","2015-10-26","3","118",1
"996","2015-10-26","3",NA,3
"997","2015-10-27","1","76",1
"998","2015-10-27","1","79",1
"999","2015-10-27","1","81",1
"1000","2015-10-27","1","82",4
"1001","2015-10-27","1","90",2
"1002","2015-10-27","1","112",1
"1003","2015-10-27","1","113",1
"1004","2015-10-27","1","114",3
"1005","2015-10-27","1","118",3
"1006","2015-10-27","1","140",2
"1007","2015-10-27","1","147",1
"1008","2015-10-27","1","150",1
"1009","2015-10-27","1",NA,16
"1010","2015-10-27","2","79",2
"1011","2015-10-27","2","81",2
"1012","2015-10-27","2","82",1
"1013","2015-10-27","2","83",1
"1014","2015-10-27","2","84",1
"1015","2015-10-27","2","87",1
"1016","2015-10-27","2","90",2
"1017","2015-10-27","2","111",1
"1018","2015-10-27","2","112",1
"1019","2015-10-27","2","114",1
"1020","2015-10-27","2","119",1
"1021","2015-10-27","2","120",1
"1022","2015-10-27","2","136",1
"1023","2015-10-27","2","139",2
"1024","2015-10-27","2","140",4
"1025","2015-10-27","2","141",2
"1026","2015-10-27","2",NA,22
"1027","2015-10-27","3","80",1
"1028","2015-10-27","3","88",1
"1029","2015-10-27","3",NA,5
"1030","2015-10-28","1","90",2
"1031","2015-10-28","1","116",1
"1032","2015-10-28","1","119",1
"1033","2015-10-28","1","120",1
"1034","2015-10-28","1","139",2
"1035","2015-10-28","1","140",1
"1036","2015-10-28","1","141",1
"1037","2015-10-28","1",NA,16
"1038","2015-10-28","2","79",2
"1039","2015-10-28","2","90",1
"1040","2015-10-28","2","111",1
"1041","2015-10-28","2","115",1
"1042","2015-10-28","2",NA,16
"1043","2015-10-28","3","79",1
"1044","2015-10-28","3","83",1
"1045","2015-10-28","3","86",1
"1046","2015-10-28","3","87",1
"1047","2015-10-28","3","89",1
"1048","2015-10-28","3","90",1
"1049","2015-10-28","3",NA,7
"1050","2015-10-29","1","90",1
"1051","2015-10-29","1","143",1
"1052","2015-10-29","1","149",1
"1053","2015-10-29","1",NA,11
"1054","2015-10-29","2","80",1
"1055","2015-10-29","2","83",1
"1056","2015-10-29","2","87",1
"1057","2015-10-29","2","90",1
"1058","2015-10-29","2","107",2
"1059","2015-10-29","2","108",1
"1060","2015-10-29","2","116",1
"1061","2015-10-29","2","146",1
"1062","2015-10-29","2",NA,15
"1063","2015-10-29","3","107",1
"1064","2015-10-29","3","144",1
"1065","2015-10-29","3",NA,8
"1066","2015-10-3","1","89",1
"1067","2015-10-3","1","118",1
"1068","2015-10-3","1","137",1
"1069","2015-10-3","1","142",3
"1070","2015-10-3","1","150",1
"1071","2015-10-3","1",NA,5
"1072","2015-10-3","2","87",1
"1073","2015-10-3","2","90",1
"1074","2015-10-3","2","143",1
"1075","2015-10-3","2","148",1
"1076","2015-10-3","2",NA,12
"1077","2015-10-3","3","79",1
"1078","2015-10-3","3","80",3
"1079","2015-10-3","3","81",1
"1080","2015-10-3","3","83",1
"1081","2015-10-3","3","87",1
"1082","2015-10-3","3","88",1
"1083","2015-10-3","3","89",1
"1084","2015-10-3","3","90",2
"1085","2015-10-3","3","110",2
"1086","2015-10-3","3","116",1
"1087","2015-10-3","3","118",1
"1088","2015-10-3","3","119",1
"1089","2015-10-3","3","120",1
"1090","2015-10-3","3","139",2
"1091","2015-10-3","3",NA,6
"1092","2015-10-30","1","90",1
"1093","2015-10-30","1","114",1
"1094","2015-10-30","1",NA,5
"1095","2015-10-30","2","79",1
"1096","2015-10-30","2","90",1
"1097","2015-10-30","2","107",1
"1098","2015-10-30","2","111",1
"1099","2015-10-30","2","119",2
"1100","2015-10-30","2","139",1
"1101","2015-10-30","2","141",1
"1102","2015-10-30","2",NA,12
"1103","2015-10-30","3","80",1
"1104","2015-10-30","3","86",3
"1105","2015-10-30","3","87",1
"1106","2015-10-30","3","90",2
"1107","2015-10-30","3",NA,3
"1108","2015-10-31","1","79",1
"1109","2015-10-31","1","81",1
"1110","2015-10-31","1","89",1
"1111","2015-10-31","1","107",1
"1112","2015-10-31","1","119",1
"1113","2015-10-31","1","144",1
"1114","2015-10-31","1",NA,3
"1115","2015-10-31","2","77",1
"1116","2015-10-31","2","78",1
"1117","2015-10-31","2","90",2
"1118","2015-10-31","2","139",1
"1119","2015-10-31","2","141",1
"1120","2015-10-31","2",NA,10
"1121","2015-10-31","3","90",1
"1122","2015-10-31","3","114",1
"1123","2015-10-31","3","146",1
"1124","2015-10-31","3",NA,11
"1125","2015-10-4","1","82",1
"1126","2015-10-4","1","84",1
"1127","2015-10-4","1","89",1
"1128","2015-10-4","1","114",2
"1129","2015-10-4","1","116",1
"1130","2015-10-4","1","144",1
"1131","2015-10-4","1",NA,7
"1132","2015-10-4","2","87",1
"1133","2015-10-4","2","89",1
"1134","2015-10-4","2","114",1
"1135","2015-10-4","2","119",1
"1136","2015-10-4","2","138",1
"1137","2015-10-4","2","139",1
"1138","2015-10-4","2",NA,7
"1139","2015-10-4","3","80",1
"1140","2015-10-4","3","89",1
"1141","2015-10-4","3","114",1
"1142","2015-10-4","3","116",1
"1143","2015-10-4","3",NA,6
"1144","2015-10-5","1","84",1
"1145","2015-10-5","1","86",1
"1146","2015-10-5","1","89",1
"1147","2015-10-5","1","90",2
"1148","2015-10-5","1","119",1
"1149","2015-10-5","1","139",1
"1150","2015-10-5","1","147",1
"1151","2015-10-5","1",NA,9
"1152","2015-10-5","2","84",1
"1153","2015-10-5","2","89",1
"1154","2015-10-5","2","109",1
"1155","2015-10-5","2","140",1
"1156","2015-10-5","2",NA,20
"1157","2015-10-5","3","82",1
"1158","2015-10-5","3","83",1
"1159","2015-10-5","3","89",1
"1160","2015-10-5","3","107",1
"1161","2015-10-5","3",NA,4
"1162","2015-10-6","1","79",1
"1163","2015-10-6","1","81",1
"1164","2015-10-6","1","89",1
"1165","2015-10-6","1","112",1
"1166","2015-10-6","1","119",1
"1167","2015-10-6","1","120",1
"1168","2015-10-6","1","142",1
"1169","2015-10-6","1","150",2
"1170","2015-10-6","1",NA,11
"1171","2015-10-6","2","77",1
"1172","2015-10-6","2","82",1
"1173","2015-10-6","2","87",1
"1174","2015-10-6","2","90",2
"1175","2015-10-6","2","107",2
"1176","2015-10-6","2","115",2
"1177","2015-10-6","2","141",1
"1178","2015-10-6","2","148",1
"1179","2015-10-6","2",NA,9
"1180","2015-10-6","3","81",1
"1181","2015-10-6","3","90",1
"1182","2015-10-6","3","112",1
"1183","2015-10-6","3","141",1
"1184","2015-10-6","3","149",2
"1185","2015-10-6","3",NA,8
"1186","2015-10-7","1","80",1
"1187","2015-10-7","1","89",1
"1188","2015-10-7","1","90",1
"1189","2015-10-7","1","111",1
"1190","2015-10-7","1","146",1
"1191","2015-10-7","1",NA,12
"1192","2015-10-7","2","80",1
"1193","2015-10-7","2","88",1
"1194","2015-10-7","2","90",2
"1195","2015-10-7","2","107",1
"1196","2015-10-7","2","139",1
"1197","2015-10-7","2","146",1
"1198","2015-10-7","2",NA,10
"1199","2015-10-7","3","82",1
"1200","2015-10-7","3","90",2
"1201","2015-10-7","3","107",1
"1202","2015-10-7","3","118",1
"1203","2015-10-7","3","143",1
"1204","2015-10-7","3",NA,8
"1205","2015-10-8","1","79",1
"1206","2015-10-8","1","89",1
"1207","2015-10-8","1","90",1
"1208","2015-10-8","1","110",1
"1209","2015-10-8","1","117",1
"1210","2015-10-8","1",NA,8
"1211","2015-10-8","2","81",1
"1212","2015-10-8","2","88",1
"1213","2015-10-8","2","90",1
"1214","2015-10-8","2","107",1
"1215","2015-10-8","2","118",1
"1216","2015-10-8","2","119",1
"1217","2015-10-8","2","138",1
"1218","2015-10-8","2","146",2
"1219","2015-10-8","2","149",1
"1220","2015-10-8","2",NA,13
"1221","2015-10-8","3","89",1
"1222","2015-10-8","3","119",1
"1223","2015-10-8","3","140",1
"1224","2015-10-8","3","143",1
"1225","2015-10-8","3",NA,4
"1226","2015-10-9","1","79",1
"1227","2015-10-9","1","80",1
"1228","2015-10-9","1","82",2
"1229","2015-10-9","1","89",1
"1230","2015-10-9","1","90",1
"1231","2015-10-9","1","113",1
"1232","2015-10-9","1","116",1
"1233","2015-10-9","1","138",1
"1234","2015-10-9","1","142",1
"1235","2015-10-9","1","146",2
"1236","2015-10-9","1","150",1
"1237","2015-10-9","1",NA,2
"1238","2015-10-9","2","79",2
"1239","2015-10-9","2","90",1
"1240","2015-10-9","2","107",1
"1241","2015-10-9","2","115",1
"1242","2015-10-9","2","139",1
"1243","2015-10-9","2","150",1
"1244","2015-10-9","2",NA,15
"1245","2015-10-9","3","83",1
"1246","2015-10-9","3","84",1
"1247","2015-10-9","3","89",1
"1248","2015-10-9","3","90",1
"1249","2015-10-9","3","120",1
"1250","2015-10-9","3","150",2
"1251","2015-10-9","3",NA,7
"1252","2015-11-1","1","79",1
"1253","2015-11-1","1","89",1
"1254","2015-11-1","1","118",1
"1255","2015-11-1","1","141",1
"1256","2015-11-1","1",NA,4
"1257","2015-11-1","2","81",1
"1258","2015-11-1","2","87",1
"1259","2015-11-1","2","90",2
"1260","2015-11-1","2","106",1
"1261","2015-11-1","2","115",1
"1262","2015-11-1","2","117",1
"1263","2015-11-1","2","120",1
"1264","2015-11-1","2","143",1
"1265","2015-11-1","2",NA,15
"1266","2015-11-1","3","81",1
"1267","2015-11-1","3","89",1
"1268","2015-11-1","3","90",1
"1269","2015-11-1","3","119",2
"1270","2015-11-1","3","137",1
"1271","2015-11-1","3","139",2
"1272","2015-11-1","3","141",1
"1273","2015-11-1","3","143",1
"1274","2015-11-1","3",NA,7
"1275","2015-11-10","1","82",1
"1276","2015-11-10","1","89",2
"1277","2015-11-10","1","90",1
"1278","2015-11-10","1","146",1
"1279","2015-11-10","1","149",1
"1280","2015-11-10","1",NA,4
"1281","2015-11-10","2","79",1
"1282","2015-11-10","2","80",1
"1283","2015-11-10","2","81",1
"1284","2015-11-10","2","90",3
"1285","2015-11-10","2","114",1
"1286","2015-11-10","2","137",1
"1287","2015-11-10","2","145",1
"1288","2015-11-10","2","149",1
"1289","2015-11-10","2",NA,2
"1290","2015-11-10","3","90",1
"1291","2015-11-10","3","116",1
"1292","2015-11-10","3","145",1
"1293","2015-11-10","3","146",2
"1294","2015-11-10","3",NA,5
"1295","2015-11-11","1","81",1
"1296","2015-11-11","1","116",1
"1297","2015-11-11","1","148",1
"1298","2015-11-11","1",NA,7
"1299","2015-11-11","2","79",1
"1300","2015-11-11","2","82",1
"1301","2015-11-11","2","88",1
"1302","2015-11-11","2","89",1
"1303","2015-11-11","2","90",1
"1304","2015-11-11","2","150",1
"1305","2015-11-11","2",NA,6
"1306","2015-11-11","3","81",1
"1307","2015-11-11","3","83",1
"1308","2015-11-11","3","150",1
"1309","2015-11-11","3",NA,3
"1310","2015-11-12","1","79",1
"1311","2015-11-12","1","80",1
"1312","2015-11-12","1","90",1
"1313","2015-11-12","1","144",1
"1314","2015-11-12","1","148",1
"1315","2015-11-12","1",NA,10
"1316","2015-11-12","2","77",1
"1317","2015-11-12","2","79",1
"1318","2015-11-12","2","80",1
"1319","2015-11-12","2","81",1
"1320","2015-11-12","2","88",2
"1321","2015-11-12","2","89",1
"1322","2015-11-12","2","90",3
"1323","2015-11-12","2","120",2
"1324","2015-11-12","2","144",1
"1325","2015-11-12","2",NA,9
"1326","2015-11-12","3","89",1
"1327","2015-11-12","3","90",1
"1328","2015-11-12","3","139",1
"1329","2015-11-12","3","141",1
"1330","2015-11-12","3",NA,2
"1331","2015-11-13","1","90",2
"1332","2015-11-13","1","106",1
"1333","2015-11-13","1","114",1
"1334","2015-11-13","1",NA,10
"1335","2015-11-13","2","78",2
"1336","2015-11-13","2","79",1
"1337","2015-11-13","2","82",1
"1338","2015-11-13","2","84",1
"1339","2015-11-13","2","114",1
"1340","2015-11-13","2","139",1
"1341","2015-11-13","2","149",2
"1342","2015-11-13","2",NA,8
"1343","2015-11-13","3","90",1
"1344","2015-11-13","3","113",1
"1345","2015-11-13","3","139",1
"1346","2015-11-13","3","141",1
"1347","2015-11-13","3","148",1
"1348","2015-11-13","3",NA,8
"1349","2015-11-14","1","90",1
"1350","2015-11-14","1","107",1
"1351","2015-11-14","1","112",1
"1352","2015-11-14","1","119",1
"1353","2015-11-14","1","120",2
"1354","2015-11-14","1","138",1
"1355","2015-11-14","1","140",1
"1356","2015-11-14","1","149",1
"1357","2015-11-14","1",NA,4
"1358","2015-11-14","2","79",1
"1359","2015-11-14","2","81",1
"1360","2015-11-14","2","82",1
"1361","2015-11-14","2","89",1
"1362","2015-11-14","2","140",1
"1363","2015-11-14","2","146",1
"1364","2015-11-14","2",NA,8
"1365","2015-11-14","3","88",1
"1366","2015-11-14","3","89",1
"1367","2015-11-14","3","90",1
"1368","2015-11-14","3","115",1
"1369","2015-11-14","3",NA,3
"1370","2015-11-15","1","84",1
"1371","2015-11-15","1","89",1
"1372","2015-11-15","1","90",1
"1373","2015-11-15","1","110",1
"1374","2015-11-15","1","118",2
"1375","2015-11-15","1","145",1
"1376","2015-11-15","1","147",1
"1377","2015-11-15","2","83",1
"1378","2015-11-15","2","90",1
"1379","2015-11-15","2","110",1
"1380","2015-11-15","2","137",1
"1381","2015-11-15","2","147",1
"1382","2015-11-15","2","149",1
"1383","2015-11-15","2",NA,12
"1384","2015-11-15","3","80",1
"1385","2015-11-15","3","89",1
"1386","2015-11-15","3","90",1
"1387","2015-11-15","3","118",1
"1388","2015-11-15","3",NA,5
"1389","2015-11-16","1","88",1
"1390","2015-11-16","1","89",2
"1391","2015-11-16","1","107",1
"1392","2015-11-16","1","110",1
"1393","2015-11-16","1","116",1
"1394","2015-11-16","1","137",1
"1395","2015-11-16","1",NA,8
"1396","2015-11-16","2","78",1
"1397","2015-11-16","2","82",1
"1398","2015-11-16","2","87",1
"1399","2015-11-16","2","89",1
"1400","2015-11-16","2","90",1
"1401","2015-11-16","2","116",1
"1402","2015-11-16","2","118",2
"1403","2015-11-16","2","144",1
"1404","2015-11-16","2","148",1
"1405","2015-11-16","2","149",1
"1406","2015-11-16","2",NA,16
"1407","2015-11-16","3","89",2
"1408","2015-11-16","3","90",1
"1409","2015-11-16","3","116",1
"1410","2015-11-16","3","119",1
"1411","2015-11-16","3","120",1
"1412","2015-11-16","3",NA,4
"1413","2015-11-17","1","88",1
"1414","2015-11-17","1","90",1
"1415","2015-11-17","1","112",2
"1416","2015-11-17","1","114",1
"1417","2015-11-17","1","141",1
"1418","2015-11-17","1",NA,6
"1419","2015-11-17","2","86",1
"1420","2015-11-17","2","89",2
"1421","2015-11-17","2","115",1
"1422","2015-11-17","2","138",1
"1423","2015-11-17","2","147",1
"1424","2015-11-17","2","148",1
"1425","2015-11-17","2","149",2
"1426","2015-11-17","2",NA,8
"1427","2015-11-17","3","89",2
"1428","2015-11-17","3","90",1
"1429","2015-11-17","3",NA,2
"1430","2015-11-18","1","85",1
"1431","2015-11-18","1","87",1
"1432","2015-11-18","1","88",1
"1433","2015-11-18","1","90",1
"1434","2015-11-18","1","106",1
"1435","2015-11-18","1","111",1
"1436","2015-11-18","1","142",1
"1437","2015-11-18","1",NA,12
"1438","2015-11-18","2","77",2
"1439","2015-11-18","2","81",1
"1440","2015-11-18","2","82",1
"1441","2015-11-18","2","87",1
"1442","2015-11-18","2","111",1
"1443","2015-11-18","2","112",1
"1444","2015-11-18","2","119",2
"1445","2015-11-18","2","138",1
"1446","2015-11-18","2","142",1
"1447","2015-11-18","2","144",1
"1448","2015-11-18","2","149",1
"1449","2015-11-18","2",NA,14
"1450","2015-11-18","3","141",1
"1451","2015-11-18","3","142",1
"1452","2015-11-18","3",NA,4
"1453","2015-11-19","1","76",1
"1454","2015-11-19","1","82",1
"1455","2015-11-19","1","87",1
"1456","2015-11-19","1","90",1
"1457","2015-11-19","1","107",1
"1458","2015-11-19","1","108",1
"1459","2015-11-19","1","119",1
"1460","2015-11-19","1","148",1
"1461","2015-11-19","1",NA,6
"1462","2015-11-19","2","78",1
"1463","2015-11-19","2","81",1
"1464","2015-11-19","2","88",1
"1465","2015-11-19","2","89",1
"1466","2015-11-19","2","110",1
"1467","2015-11-19","2","118",1
"1468","2015-11-19","2","119",2
"1469","2015-11-19","2","139",1
"1470","2015-11-19","2","146",1
"1471","2015-11-19","2",NA,12
"1472","2015-11-19","3","86",1
"1473","2015-11-19","3","89",1
"1474","2015-11-19","3","90",2
"1475","2015-11-2","1","81",1
"1476","2015-11-2","1","88",1
"1477","2015-11-2","1","109",1
"1478","2015-11-2","1","118",1
"1479","2015-11-2","1","142",1
"1480","2015-11-2","1","146",1
"1481","2015-11-2","1",NA,13
"1482","2015-11-2","2","81",1
"1483","2015-11-2","2","82",1
"1484","2015-11-2","2","86",1
"1485","2015-11-2","2","88",2
"1486","2015-11-2","2","90",1
"1487","2015-11-2","2","112",1
"1488","2015-11-2","2","120",1
"1489","2015-11-2","2","137",1
"1490","2015-11-2","2","145",1
"1491","2015-11-2","2",NA,7
"1492","2015-11-2","3","90",2
"1493","2015-11-2","3","107",1
"1494","2015-11-2","3","145",1
"1495","2015-11-2","3","146",2
"1496","2015-11-2","3",NA,6
"1497","2015-11-20","1","78",1
"1498","2015-11-20","1","79",1
"1499","2015-11-20","1","84",1
"1500","2015-11-20","1","90",1
"1501","2015-11-20","1","114",1
"1502","2015-11-20","1","115",1
"1503","2015-11-20","1","117",1
"1504","2015-11-20","1","150",1
"1505","2015-11-20","1",NA,12
"1506","2015-11-20","2","82",1
"1507","2015-11-20","2","87",1
"1508","2015-11-20","2","88",1
"1509","2015-11-20","2","90",1
"1510","2015-11-20","2","117",2
